id,name,cuisine,type,tel,tag,entr_location,address,adcode,adname,pname,biz_type,cityname,business_area,location,cost,rating,meal_ordering,photo_url_first
B00156E333,厨官(古北路店),粤菜,餐饮服务;中餐厅;中餐厅,15606552133,"红糖麻糍,七公叫花鸡,野生大鲳鱼,捞汁蛏子,椒盐九肚鱼,野生大黄鱼,家烧野生杂鱼,红糖麻子,鹰爪虾,白水洋豆腐煲,香炸带鱼,红烧肉,姜葱炒猪肝,炒米面,红糖年糕,烤鸭,雪花肥牛,糖醋排骨,点心,小海鲜,排骨,带鱼,特色菜","121.404302,31.186164",古北路1881号亚繁国际广场1楼(吴中路口),310112,闵行区,上海市,diner,上海市,古北,"121.404492,31.186205",170.00,4.8,0,http://store.is.autonavi.com/showpic/be32665451fb749b19f4e84aafd7f6f9
B0FFKH3QS1,醉辉皇(陆家嘴滨江店),粤菜,餐饮服务;中餐厅;中餐厅,021-61109637;021-61657299,"豆面,战斧牛排,象拔蚌,红烧肉,白切鸡,沙蒜豆面,点心","121.509247,31.206263",浦明路1888号东江高尔夫球场15号楼1-4层,310115,浦东新区,上海市,diner,上海市,陆家嘴,"121.509327,31.206025",313.00,4.7,0,http://store.is.autonavi.com/showpic/a693a8799bc665a486f8930985c7c2a2
B0JKJCDO53,福满乐·上海菜·粤菜(外滩店),粤菜,餐饮服务;中餐厅;中餐厅,13801915761,"本帮熏鲳鱼,明炉现烤片皮鸭,清汤羊腩煲（内蒙滩羊）,火焰牛仔粒,传统本帮酒酿圆子烧大黄鱼,传统本帮雪里红笋丝蒸大黄鱼,上海崇明岛生态大鱼头锅,年夜饭（龙腾四海）,手拆蟹粉小笼包,十年花雕熟醉虾,蟹粉豆腐,生焗鲜活鱼头煲,龙腾四海,黑松露焗鸡煲,小炒黄牛肉,江南蟹粉鲜煮豆面,鲍鱼红烧肉,老上海油爆虾,火焰黄金蟹黄饭,老上海水晶红烧肉,上海菜,红烧肉,脆皮鸭","121.48761,31.23508",福州路137号(江西中路与交汇福州大楼1楼),310101,黄浦区,上海市,diner,上海市,北京路,"121.487649,31.234981",,4.8,0,https://aos-comment.amap.com/B0JKJCDO53/comment/content_media_external_images_media_100001833_1741088383801_11426076.jpg
B0IRCO7K49,威皇广福和小海鲜(嘉善路店),粤菜,餐饮服务;中餐厅;中餐厅,021-64375577,"招牌花雕醉鸡煲,干煎河鳗,XO酱爆炒海螺片,五花牛肉,小炒肥肠,永隆小炒皇,鸡腰,咸蛋黄炸鱼皮,黑椒牛仔粒,烧味拼盘,葱油糕蟹,姜葱蛏子,韭菜煎虾饼,广东风味白切鸡,熟醉大头虾,咸蛋黄茶树菇,海鲜拼盘,鸡汤,生蚝,煲仔饭,鸡肉,腊味煲仔饭,小海鲜","121.460814,31.203373",肇嘉浜路268号紫苑大厦,310104,徐汇区,上海市,diner,上海市,,"121.460980,31.203356",138.00,4.7,0,http://store.is.autonavi.com/showpic/091ad39e2cd49e16606af7acfef9a625?type=7
B0FFKVYIOW,点都德(世纪汇店),粤菜,餐饮服务;中餐厅;中餐厅|餐饮服务;茶艺馆;茶艺馆,021-58775753,"安格斯黑椒牛仔骨,猪仔流沙包,豉油皇三丝炒面,上汤富村菜心,蜜汁叉烧包,松化鸡蛋挞,金莎海虾红米肠,金牌靓油条,百合酱蒸风爪,金腿咸水角,沙爹蒸金钱肚,金牌虾饺皇,明虾蟹子烧卖,金枕榴莲酥,状元及第粥,鸡油马拉糕,金钱肚,点心,虾仁,红米肠,油条,炒面,虾饺,早茶,干炒牛河,凤爪,乳鸽","121.526486,31.228997",世纪大道1192号世纪汇广场2楼,310115,浦东新区,上海市,diner,上海市,,"121.526176,31.228361",88.00,4.8,0,http://store.is.autonavi.com/showpic/93a58763bdad3553501e68e9909ed9f8
B0FFGL0RN4,粤来记·烧味·生蚝鸡煲(打浦路总店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-63033441;13482401559,"潮州手打牛肉丸,皇上皇腊味煲仔饭,烧味拼盘,水晶虾饺皇,茶皇虾,铁板黑椒牛仔骨,潮汕砂锅粥,港式丝滑奶茶,烧鸭,冰火菠萝油,腊味煲仔饭,烧味双拼,干炒牛河,流沙包,潮州手打牛丸汤,烧味,鸡煲,鸡汤,生蚝鸡煲,生蚝,鸡肉,煲仔饭","121.471929,31.199042",打浦路399号(近瞿溪路)(鲁班路地铁站3号口步行280米),310101,黄浦区,上海市,diner,上海市,五里桥,"121.472106,31.198922",104.00,4.8,0,http://store.is.autonavi.com/showpic/56477c47f677b199bbb23c2d723c05b0
B0FFJ0A1XF,恒悦荟·经典粤菜·宴会厅(华山名邸店),粤菜,餐饮服务;中餐厅;中餐厅,021-52659778;15201901345,"黑松露鲍鱼捞起,金蒜小青龙,金牌鸡煲翅,文火板栗牛肉,金蒜啫啫鱼头煲,农家盐卤豆腐煲,潮州冻花蟹,御品佛跳墙,小南瓜蟹膏,港式清蒸东星斑,清炒胜瓜,一品鲍鱼花雕醉翁,黑松露菌菇饺,金牌烧鹅,冰湖野米煨辽参,脆皮烧乳鸽,港式清蒸深海大黄鱼,金牌蟹粉鱼翅,特式煎酿豆角,葱姜爆鳕鱼花胶,红豆双皮奶,麻辣豆腐,乳鸽,融合菜","121.432921,31.208411",华山路1358号华山明邸(近平武路),310105,长宁区,上海市,diner,上海市,新华路,"121.432463,31.208314",208.00,4.6,0,http://store.is.autonavi.com/showpic/2207aa7e89a80ea7e6e3f04c0e77ef00
B00151149F,恒悦轩精致香港粤菜(徐家汇店),粤菜,餐饮服务;中餐厅;综合酒楼,021-64729778,"西杏炸虾卷,脆皮双乳鸽,黑椒小牛排,飘香榴莲酥,蜜汁叉烧酥,蒜蓉小青龙,金蒜蓉小青龙,港式清蒸笋壳鱼,泰式凤爪,清炒广东胜瓜,芒果布丁,脆皮烧乳鸽,虾饺皇,杨枝甘露,潮式冻花蟹,点心,龙虾,脆皮乳鸽,响油鳝丝","121.443764,31.197464",宛平路290号徐家汇公园内(东侧),310104,徐汇区,上海市,diner,上海市,徐家汇,"121.443625,31.197470",204.00,4.5,0,http://store.is.autonavi.com/showpic/9f935141204ce7262567b12cd33c8206
B0FFGCHOEN,今日牛事潮汕鲜牛肉火锅(静安店),粤菜,餐饮服务;中餐厅;火锅店,021-61847777,"吊龙,手打牛肉丸,嫩肉,匙柄,雪花,胸口捞,招牌锅底,豆皮,炸腐皮,生牛肉丸,肥胼,春菜苗,鲜牛舌,牛百叶,脚趾肉,潮汕牛肉火锅,牛肉丸,牛肉,牛肉火锅,潮汕鲜牛肉火锅",,胶州路709号(昌平路地铁站5号口步行300米),310106,静安区,上海市,diner,上海市,曹家渡,"121.439407,31.235279",110.00,4.8,0,http://store.is.autonavi.com/showpic/6d92ed7339a71e189bab8c77df1b88c7
B0KGS7J38R,威皇广福和小海鲜(静安店),粤菜,餐饮服务;中餐厅;海鲜酒楼,021-52996081,"干煎河鳗,姜葱蛏子,广东风味白切鸡,熟醉大头虾,永隆小炒皇,葱油膏蟹,五花牛肉,韭菜煎虾饼,XO酱花生芽炒三丝,蛋黄炸鱼皮,招牌滋补药材醉鸡煲,黑椒牛仔粒,烧味拼盘,鸡腰,咸蛋黄茶树菇,蒜子鳝筒,鸡腰闷牛蛙,小炒肥肠,XO酱爆炒海螺片,生蚝,牛蛙,叉烧,腊味煲仔饭,海鲜拼盘,鸡汤,小海鲜,豉油鸡,煲仔饭,鸡肉","121.443659,31.224167",万航渡路50号900食品城2楼,310106,静安区,上海市,diner,上海市,静安寺,"121.443507,31.223988",114.00,4.6,0,http://store.is.autonavi.com/showpic/135b94010665402e2785fc612fc93088?type=7
B0FFJV3RGE,醉辉皇(虹口滨江店),粤菜,餐饮服务;中餐厅;中餐厅,021-65101872;021-65101883;17274888268,"豆面,点心,鱼头,白斩鸡,战斧牛排,牛肉炒饭,牛肉,象拔蚌",,杨树浦路10号逐源大厦16-17层(停车请至B2绿色E区),310109,虹口区,上海市,diner,上海市,提篮桥,"121.510783,31.250781",401.00,4.8,0,http://store.is.autonavi.com/showpic/7be35a0317dbc2c948ee2f1450cacb11
B00153CCA9,唐宫·粤菜海鲜(维景店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-62513960;13585535359,"莲酥,壹号虾饺皇,豉汁蒸凤爪,金牌烤乳鸽,炭烧蜜汁叉烧,相思红豆鲜奶糕,虾饺王,芒果奶酪,雪山红豆糕,鲍鱼酥,点心拼盘,招牌鱼翅煲,唐宫金奖乳鸽,烧鹅烧味,扇贝,乳鸽,海鲜泡饭,帝王蟹,榴莲酥,点心","121.434368,31.21825",东诸安浜路103号维景酒店公寓一二楼,310105,长宁区,上海市,diner,上海市,,"121.434238,31.218141",157.00,4.6,0,http://store.is.autonavi.com/query_pic?id=st56d60a20-0697-41ed-bcde-33eb585179a1&user=search&operate=original
B00156TJG6,潮府馆·公馆(世纪公园店),粤菜,餐饮服务;中餐厅;潮州菜,13916992449,"鱼脯羊肉煲,珠瓜腩肉,卤水老鹅头,金玉满堂大盆菜,生果大龙虾,古法焗干鲍,肠粉,乳鸽,点心,早茶,卤水拼盘,羊肉煲,虾仁,橄榄菜,鹅肉,凤爪,潮汕菜,大龙虾,羊肉,鹅肝","121.550342,31.21085",花木路809号2幢,310115,浦东新区,上海市,diner,上海市,,"121.550205,31.211609",280.00,4.6,0,http://store.is.autonavi.com/showpic/9204424458c2d7669d5d811ba3ab543c
B0FFKZZVX7,点都德(白玉兰店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-55829107;17621219326,"金莎海虾红米肠,金腿咸水角,金牌虾饺皇,金牌靓油条,沙爹蒸金钱肚,百合酱蒸风爪,松化鸡蛋挞,上汤富村菜心,豉油皇三丝炒面,蜜汁叉烧包,猪仔流沙包,安格斯黑椒牛仔骨,鸡油马拉糕,状元及第粥,泰式冰榴莲,金枕榴莲酥,明虾蟹子烧卖,红米肠,叉烧包,艇仔粥,点心,虾饺,早茶,凤爪,金钱肚,油条,虾仁,乳鸽","121.498703,31.250336",东大名路555号白玉兰广场2楼,310109,虹口区,上海市,diner,上海市,提篮桥,"121.498788,31.249673",110.00,4.7,0,http://store.is.autonavi.com/showpic/0256d14e8c7bc1faf40e9fcc2a52e150
B0FFHCX3C4,东方司宴SIYA CUISINE(滨江店),粤菜,餐饮服务;中餐厅;中餐厅,021-68977008;021-68977009;13671834610,"化皮乳猪,紫薯芋泥点心,川味薄生牛腱,野生手剥虾仁,爽拌海蜇丝,象拔蚌泡饭,冰菜,叉烧酥,吊烧乳鸽皇,咖喱牛腩,烧鸭,澳龙,阿拉斯加帝王蟹,xo酱银杏爆双蚌,上海头道菜,鱼子酱,腌笃鲜,脆皮乳鸽","121.52003,31.24411",滨江大道1658号,310115,浦东新区,上海市,diner,上海市,,"121.520297,31.244239",440.00,4.5,0,http://store.is.autonavi.com/showpic/b9fbde9c09db306132bee7f67cf19e78
B0J1N5JBIP,威皇广福和小海鲜(安远路店),粤菜,餐饮服务;中餐厅;海鲜酒楼,021-62108186,"卤水拼盘,韭菜煎虾饼,XO酱爆炒海螺片,葱油糕蟹,蒜子鳝筒,鸡腰焖牛蛙,永隆小炒皇,小炒肥肠,咸蛋黄茶树菇,黑椒牛仔粒,招牌滋补药材醉鸡煲,干煎河鳗,熟醉大头虾,脆皮烤鸭,明炉烧鸭,姜葱蛏子,烧味拼盘,鸡腰,泡椒牛蛙,广东风味白切鸡,XO酱花生芽炒三丝,五花牛肉,鸡肉,腊味煲仔饭,小海鲜,鲍鱼,海鲜拼盘,鸡汤,云吞,牛肉丸,煲仔饭","121.436801,31.236133",安远路588号,310107,普陀区,上海市,diner,上海市,长寿路,"121.436766,31.236196",134.00,4.7,0,https://aos-comment.amap.com/B0J1N5JBIP/comment/65f58e2fc7101001abd76d786ade92ae_2048_2048_80.jpg
B00156E5AL,易公馆·粤菜海鲜本帮菜(陆家嘴店),粤菜,餐饮服务;中餐厅;中餐厅,021-51305338;13524872108,"水晶虾仁,豆面,私房菜,佛跳墙","121.536493,31.228311",源深路789号,310115,浦东新区,上海市,diner,上海市,洋泾,"121.536738,31.228503",230.00,4.8,0,http://store.is.autonavi.com/showpic/438d3daa3298cea602879dde0b4bcfdb
B0FFG92CZB,唐宫·粤菜海鲜(汇京店),粤菜,餐饮服务;中餐厅;广东菜(粤菜)|餐饮服务;中餐厅;海鲜酒楼,021-33686969,"唐宫金奖乳鸽,唐宫虾饺皇,凤凰流沙包,一品烧鹅酥,金牌榴莲酥,豉汁蒸凤爪,相思红豆鲜奶糕,唐宫金银海鲜泡饭,黑松露蘑菇包,香煎葱油饼,避风塘干炒牛河,唐宫烧鹅皇,广式葱油饼,九层塔黑椒鹅肝牛柳粒,古法沙姜猪手,帝王蟹,点心,杨枝甘露,乳鸽","121.422299,31.195586",虹桥路777号汇京国际大厦三楼,310104,徐汇区,上海市,diner,上海市,徐家汇,"121.423087,31.196056",210.00,4.8,0,http://store.is.autonavi.com/query_pic?id=st56d60a20-0697-41ed-bcde-33eb585179a1&user=search&operate=original
B0HDVGWUMT,陶陶居·庭院(One ITC店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-33567066,"陶陶居大虾饺,冰镇咕噜肉,一口酥豆腐,鲜果榴莲天鹅酥,百年烧鹅,啫啫生菜煲,酥皮水牛奶菠萝包,点心,蛋挞,豆腐,脆皮乳鸽,烧鹅,干炒牛河,虾仁,糯米鸡,虾饺","121.43773,31.196843",华山路1901号三层301&302室,310104,徐汇区,上海市,diner,上海市,徐家汇,"121.437775,31.197932",164.00,4.6,0,https://aos-comment.amap.com/B0HDVGWUMT/comment/d092009ddc2d2178c852e89f5f1fe962_2048_2048_80.jpg
B0J0KZ0GGK,湘粤王府宴(徐汇滨江店),粤菜,餐饮服务;餐饮相关场所;餐饮相关,021-33680928;19921335858,"火焰鲜花椒啫牛小排,玻璃皮润烧乳鸽,乳鸽,指橙红酒腐乳鹅肝,十年陈花雕酒醉虾,黑松露珍珠米烩辽参,刺身,融合菜,甲鱼,特色菜",,龙文路26号西岸芒果广场E栋湘粤王府宴徐汇滨江店,310104,徐汇区,上海市,diner,上海市,龙华,"121.463557,31.160313",,4.7,0,http://store.is.autonavi.com/showpic/82d8609ac93658308dd2629ab459a9b5
B0HGAL18PS,陶陶居酒家(新世界店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-53017818;021-53017828,"酥皮水牛奶菠萝包,陶陶居大虾饺,冰镇咕噜肉,一口酥豆腐,鲜果榴莲天鹅酥,百年烧鹅,啫啫生菜煲,点心,大良双皮奶,烧鹅,红米肠,虾饺,脆皮乳鸽,杨枝甘露,干炒牛河,乳鸽","121.473178,31.235477",南京西路2-68号新世界百货7楼,310101,黄浦区,上海市,diner,上海市,北京路,"121.473828,31.234839",150.00,4.7,0,http://store.is.autonavi.com/showpic/96abcf06a6d9191654de7d8cc3c9c409
B0FFI8DL6P,东方司宴SIYA CUISINE(外滩店),粤菜,餐饮服务;中餐厅;中餐厅,021-63357838;021-63357839,"葱烧猪手海参,九层塔香蒜炒波龙,古方陈皮仔排,宫廷黄焖翅,果木烟熏小牛肉,葱香野米辽参,古方雪菜蒸大黄鱼,鲍芹猪肚菌,过桥象拔蚌,香煎带鱼,巧克力,青椒,点心,象拔蚌","121.499616,31.226529",中山东二路585号3楼,310101,黄浦区,上海市,diner,上海市,,"121.499945,31.226071",380.00,4.6,0,http://store.is.autonavi.com/showpic/8b72b3ac4a0a04cab51605bac241d196?type=7
B0FFF68TUN,唐宫·粤菜海鲜(多媒体店),粤菜,餐饮服务;中餐厅;海鲜酒楼,021-66270619,"金牌烤乳鸽,壹号虾饺皇,唐宫金奖乳鸽,莲酥,凤凰流沙包,唐宫金银海鲜泡饭,豉汁蒸凤爪,唐宫虾饺皇,一品烧鹅酥,椰汁鲜奶红豆糕,广式葱油饼,蜜汁叉烧酥,雪媚娘,黑椒焗加拿大龙虾,黑松露焗阿拉斯加蟹,鸡汤,鸽子,乳鸽,点心,虾饺,虾仁,杨枝甘露,帝王蟹","121.439886,31.277288",广中西路757号三楼,310106,静安区,上海市,diner,上海市,彭浦镇,"121.439769,31.277391",101.00,4.6,0,http://store.is.autonavi.com/showpic/afc5232bcebbf8df0567a0b097c9a27d
B0J0KA1IUN,今日牛事潮州牛肉火锅,粤菜,餐饮服务;餐饮相关场所;餐饮相关,021-61318777;18501693035,"潮汕火锅,海鲜火锅,吊龙伴,菌菇拼盘,吊龙,白萝卜,牛肚,千叶豆腐,雪花,靓汤锅,生牛肉丸,肥拼,牛肉丸,现切牛肉,牛筋,土豆,牛肉,雪花牛肉,牛杂拼盘,牛舌,牛肉火锅,潮汕牛肉火锅,钙奶,潮汕鲜牛肉火锅,潮州牛肉火锅,玉米","121.424813,31.169074",柳州路423号,310104,徐汇区,上海市,diner,上海市,漕河泾,"121.425040,31.169102",119.00,4.7,0,https://aos-comment.amap.com/B0J0KA1IUN/comment/00F2031C_AA86_4245_968B_1A46B7530999_L0_001_1280_1541_1731395930882_62004138.jpg
B0JK6UU5WP,楚庭轩,粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-58391328,"小黄人流沙包,妙龄脆皮乳鸽,豉油皇焗海虾,山泉水全牛汤,土鸡,全牛汤,鳝丝","121.257073,31.367573",叶城路618号,310114,嘉定区,上海市,diner,上海市,嘉定镇,"121.256901,31.367681",130.00,4.7,0,https://aos-comment.amap.com/B0JK6UU5WP/comment/08a12ab05e49afdb599d86d226429ca8_2048_2048_80.jpg
B0FFF00EKJ,香港龙凤楼(巨鹿路洋房店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-64458082;021-64678866,"鲍汁凤爪,脆皮吊烧鸡,龙虾泡饭,流沙奶黄包,冰火烧肉,普洱,招牌甜薄撑,虾饺皇,叉烧酥,虾饺,乳鸽,虾仁,凤爪,泡饭,点心,蟹肉,大虾,虾酱,烧鹅","121.448539,31.217916",巨鹿路889号7-8号楼(静安寺地铁站12号口步行480米),310106,静安区,上海市,diner,上海市,湖南路,"121.448594,31.217863",227.00,4.6,0,http://store.is.autonavi.com/showpic/bc1f96548ce99f732610c4cbad2cb3bd
B0FFKE5G5M,东发道茶冰厅(人民广场店),粤菜,餐饮服务;冷饮店;冷饮店,021-63225300;19975087683,"漏奶华,干炒牛河,炸鲜奶,鸡爪,菠萝包,豉油鸡,猪油拌饭,鸡肉,叉烧","121.480707,31.233220",福州路530号1-2室,310101,黄浦区,上海市,diner,上海市,北京路,"121.480573,31.233357",70.00,4.7,0,https://img.alicdn.com/imgextra/i1/3695320962/O1CN01GlLJfL1IydiNX075W_!!3695320962-0-kbcontentapng.jpg
B00156DF31,盈田盈粥庄(上南路店),粤菜,餐饮服务;中餐厅;广东菜(粤菜),021-68587773,"蛤蜊,鲍鱼,榴莲酥,猪颈肉,港式冻小鲍鱼,火锅粥,基围虾,三黄鸡,牛肉,牛蛙,特色炒面,牛舌,墨鱼丸,干贝,生煎包,流沙包,生蚝,飘香榴莲酥,粥底火锅,海鲜粥,粥底,炒面,核桃包","121.498106,31.161088",上南路3077-3079号(近杨思路),310115,浦东新区,上海市,diner,上海市,三林,"121.498217,31.161053",83.00,4.7,0,https://aos-comment.amap.com/B00156DF31/comment/f40fd9f5afab840c7ce3f599ffdeef9d_2048_2048_80.jpg
B0FFLBXQWS,红和(荷花巷航南店),粤菜,餐饮服务;中餐厅;中餐厅,021-37196777,,"121.470461,30.932307",航南公路5000号,310120,奉贤区,上海市,diner,上海市,环城东路,"121.470668,30.932606",,4.8,0,http://store.is.autonavi.com/showpic/6688c38d06ea5429ea57c832b4942042
B00156DWEF,浦江二号(滨江大道店),粤菜,餐饮服务;中餐厅;中餐厅|商务住宅;商务住宅相关;商务住宅相关,18930020578,"红酒醉鹅肝,黑菌慢炖小牛排,有机花生拌花螺,百合老南瓜,羊肚菌炖翅汤,黑豚红毛蟹,陈年普洱红烧肉,红焖野生大甲鱼,怀石无骨金沙鸡,担担面,特色官燕酿花胶,鹅肝","121.503911,31.243141",滨江大道2250号,310115,浦东新区,上海市,diner,上海市,陆家嘴,"121.503788,31.243504",899.00,4.8,0,http://store.is.autonavi.com/showpic/2aebe50b30e76c5d2f722488cbccc5ad
